Season;League;Position;Team;GamesPlayed;Wins;Draws;Losses;GoalsFavour;GoalsAgainst;GoalDifference;Points;LeagueWeight;Year;HistoricalPoints;HistoricalPosition
2014-2015;premier-league;11;Everton;38;0.3157894736842105;0.2894736842105263;0.39473684210526316;1.263157894736842;1.3157894736842106;-0.05263157894736842;1.236842105263158;0.6524101299303857;2014;1.894736842105263;5.0
2015-2016;premier-league;11;Everton;38;0.2894736842105263;0.3684210526315789;0.34210526315789475;1.5526315789473684;1.4473684210526316;0.10526315789473684;1.236842105263158;0.6524101299303857;2015;1.485224124209306;8.734755987211127
2016-2017;premier-league;7;Everton;38;0.4473684210526316;0.2631578947368421;0.2894736842105263;1.631578947368421;1.1578947368421053;0.47368421052631576;1.605263157894737;0.6524101299303857;2016;1.3594235021222683;9.882057660644914
2017-2018;premier-league;8;Everton;38;0.34210526315789475;0.2631578947368421;0.39473684210526316;1.1578947368421053;1.5263157894736843;-0.3684210526315789;1.2894736842105263;0.6524101299303857;2017;1.4712938783478042;8.570565119757044
2018-2019;premier-league;8;Everton;38;0.39473684210526316;0.23684210526315788;0.3684210526315789;1.4210526315789473;1.2105263157894737;0.21052631578947367;1.4210526315789473;0.6524101299303857;2018;1.3933556468875221;8.325989226645781
2019-2020;premier-league;12;Everton;38;0.34210526315789475;0.2631578947368421;0.39473684210526316;1.1578947368421053;1.4736842105263157;-0.3157894736842105;1.2894736842105263;0.6524101299303857;2019;1.404824564991768;8.191001834158094
2020-2021;premier-league;10;Everton;38;0.4473684210526316;0.21052631578947367;0.34210526315789475;1.236842105263158;1.263157894736842;-0.02631578947368421;1.5526315789473684;0.6524101299303857;2020;1.35802428399982;9.736392586720118
2021-2022;premier-league;16;Everton;38;0.2894736842105263;0.15789473684210525;0.5526315789473685;1.131578947368421;1.736842105263158;-0.6052631578947368;1.0263157894736843;0.6524101299303857;2021;1.4360249194295642;9.842049189908423
2022-2023;premier-league;17;Everton;38;0.21052631578947367;0.3157894736842105;0.47368421052631576;0.8947368421052632;1.5;-0.6052631578947368;0.9473684210526315;0.6524101299303857;2022;1.273005961314748;12.292233117446283
2023-2024;premier-league;15;Everton;38;0.34210526315789475;0.23684210526315788;0.42105263157894735;1.0526315789473684;1.3421052631578947;-0.2894736842105263;1.0526315789473684;0.6524101299303857;2023;1.1440083944061712;14.157160831042749
2014-2015;bundesliga;5;FC Augsburg;34;0.4411764705882353;0.11764705882352941;0.4411764705882353;1.2647058823529411;1.2647058823529411;0.0;1.4411764705882353;-0.3306736274989625;2014;1.4411764705882353;5.0
2020-2021;bundesliga;13;FC Augsburg;34;0.29411764705882354;0.17647058823529413;0.5294117647058824;1.0588235294117647;1.588235294117647;-0.5294117647058824;1.0588235294117647;-0.3306736274989625;2020;1.4411764705882353;5.0
2023-2024;bundesliga;11;FC Augsburg;34;0.29411764705882354;0.2647058823529412;0.4411764705882353;1.4705882352941178;1.7647058823529411;-0.29411764705882354;1.1470588235294117;-0.3306736274989625;2023;1.0769569515090698;12.620593014579466
2013-2014;serie-a;4;Fiorentina;38;0.5;0.21052631578947367;0.2894736842105263;1.7105263157894737;1.1578947368421053;0.5526315789473685;1.7105263157894737;-0.5541017541874508;2013;1.7105263157894737;4.0
2014-2015;serie-a;4;Fiorentina;38;0.47368421052631576;0.2631578947368421;0.2631578947368421;1.605263157894737;1.2105263157894737;0.39473684210526316;1.6842105263157894;-0.5541017541874508;2014;1.7105263157894737;4.0
2015-2016;serie-a;5;Fiorentina;38;0.47368421052631576;0.2631578947368421;0.2631578947368421;1.5789473684210527;1.105263157894737;0.47368421052631576;1.6842105263157894;-0.5541017541874508;2015;1.6941458070736353;4.0
2016-2017;serie-a;8;Fiorentina;38;0.42105263157894735;0.3157894736842105;0.2631578947368421;1.6578947368421053;1.5;0.15789473684210525;1.5789473684210527;-0.5541017541874508;2016;1.6891137821901538;4.506480391055654
2017-2018;serie-a;8;Fiorentina;38;0.42105263157894735;0.23684210526315788;0.34210526315789475;1.4210526315789473;1.2105263157894737;0.21052631578947367;1.5;-0.5541017541874508;2017;1.638982089168366;6.096221280400239
2021-2022;serie-a;7;Fiorentina;38;0.5;0.13157894736842105;0.3684210526315789;1.5526315789473684;1.3421052631578947;0.21052631578947367;1.631578947368421;-0.5541017541874508;2021;1.5794066482453448;6.912286554124992
2022-2023;serie-a;8;Fiorentina;38;0.39473684210526316;0.2894736842105263;0.3157894736842105;1.394736842105263;1.131578947368421;0.2631578947368421;1.4736842105263157;-0.5541017541874508;2022;1.6190596780318942;6.978952274064948
2023-2024;serie-a;8;Fiorentina;38;0.4473684210526316;0.23684210526315788;0.3157894736842105;1.605263157894737;1.2105263157894737;0.39473684210526316;1.5789473684210527;-0.5541017541874508;2023;1.538206804418739;7.5468241726358585
2013-2014;premier-league;19;Fulham;38;0.23684210526315788;0.13157894736842105;0.631578947368421;1.0526315789473684;2.236842105263158;-1.1842105263157894;0.8421052631578947;0.6524101299303857;2013;0.8421052631578947;19.0
2018-2019;premier-league;19;Fulham;38;0.18421052631578946;0.13157894736842105;0.6842105263157895;0.8947368421052632;2.1315789473684212;-1.236842105263158;0.6842105263157895;0.6524101299303857;2018;0.8421052631578947;19.0
2020-2021;premier-league;18;Fulham;38;0.13157894736842105;0.34210526315789475;0.5263157894736842;0.7105263157894737;1.394736842105263;-0.6842105263157895;0.7368421052631579;0.6524101299303857;2020;0.6961881336875648;19.000000000000004
2022-2023;premier-league;10;Fulham;38;0.39473684210526316;0.18421052631578946;0.42105263157894735;1.4473684210526316;1.394736842105263;0.05263157894736842;1.368421052631579;0.6524101299303857;2022;0.7252666298477496;18.284731724030564
2023-2024;premier-league;13;Fulham;38;0.34210526315789475;0.21052631578947367;0.4473684210526316;1.4473684210526316;1.605263157894737;-0.15789473684210525;1.236842105263158;0.6524101299303857;2023;1.1499805888828254;12.8138197852983
2014-2015;serie-a;6;Genoa;38;0.42105263157894735;0.2894736842105263;0.2894736842105263;1.631578947368421;1.236842105263158;0.39473684210526316;1.5526315789473684;-0.5541017541874508;2014;1.5526315789473684;6.0
2023-2024;serie-a;11;Genoa;38;0.3157894736842105;0.34210526315789475;0.34210526315789475;1.1842105263157894;1.1842105263157894;0.0;1.2894736842105263;-0.5541017541874508;2023;1.5526315789473684;6.0
2017-2018;la-liga;8;Getafe;38;0.39473684210526316;0.2631578947368421;0.34210526315789475;1.105263157894737;0.868421052631579;0.23684210526315788;1.4473684210526316;1.367380135333548;2017;1.4473684210526316;8.0
2018-2019;la-liga;5;Getafe;38;0.39473684210526316;0.3684210526315789;0.23684210526315788;1.263157894736842;0.9210526315789473;0.34210526315789475;1.5526315789473684;1.367380135333548;2018;1.4473684210526316;8.0
2023-2024;la-liga;12;Getafe;38;0.2631578947368421;0.34210526315789475;0.39473684210526316;1.105263157894737;1.4210526315789473;-0.3157894736842105;1.131578947368421;1.367380135333548;2023;1.5128904559159848;6.1326220063944366
2022-2023;la-liga;10;Girona;38;0.34210526315789475;0.2631578947368421;0.39473684210526316;1.5263157894736843;1.4473684210526316;0.07894736842105263;1.2894736842105263;1.367380135333548;2022;1.2894736842105263;10.0
2023-2024;la-liga;3;Girona;38;0.6578947368421053;0.15789473684210525;0.18421052631578946;2.236842105263158;1.2105263157894737;1.0263157894736843;2.1315789473684212;1.367380135333548;2023;1.2894736842105263;10.0
2016-2017;bundesliga;4;Hoffenheim;34;0.47058823529411764;0.4117647058823529;0.11764705882352941;1.8823529411764706;1.088235294117647;0.7941176470588235;1.8235294117647058;-0.3306736274989625;2016;1.8235294117647058;4.0
2018-2019;bundesliga;9;Hoffenheim;34;0.38235294117647056;0.35294117647058826;0.2647058823529412;2.0588235294117645;1.5294117647058822;0.5294117647058824;1.5;-0.3306736274989625;2018;1.8235294117647058;4.0
2019-2020;bundesliga;6;Hoffenheim;34;0.4411764705882353;0.20588235294117646;0.35294117647058826;1.5588235294117647;1.5588235294117647;0.0;1.5294117647058822;-0.3306736274989625;2019;1.5870104598549983;7.655292893150024
2020-2021;bundesliga;11;Hoffenheim;34;0.3235294117647059;0.29411764705882354;0.38235294117647056;1.5294117647058822;1.588235294117647;-0.058823529411764705;1.2647058823529411;-0.3306736274989625;2020;1.5555299283139177;6.750593576652818
2023-2024;bundesliga;7;Hoffenheim;34;0.38235294117647056;0.20588235294117646;0.4117647058823529;1.9411764705882353;1.9411764705882353;0.0;1.3529411764705883;-0.3306736274989625;2023;1.4176819926578395;8.764773323332664
2017-2018;premier-league;16;Huddersfield Town;38;0.23684210526315788;0.2631578947368421;0.5;0.7368421052631579;1.5263157894736843;-0.7894736842105263;0.9736842105263158;0.6524101299303857;2017;0.9736842105263158;16.0
2018-2019;premier-league;20;Huddersfield Town;38;0.07894736842105263;0.18421052631578946;0.7368421052631579;0.5789473684210527;2.0;-1.4210526315789473;0.42105263157894735;0.6524101299303857;2018;0.9736842105263158;16.0
2013-2014;premier-league;16;Hull City;38;0.2631578947368421;0.18421052631578946;0.5526315789473685;1.0;1.394736842105263;-0.39473684210526316;0.9736842105263158;0.6524101299303857;2013;0.9736842105263158;16.0
2014-2015;premier-league;18;Hull City;38;0.21052631578947367;0.2894736842105263;0.5;0.868421052631579;1.3421052631578947;-0.47368421052631576;0.9210526315789473;0.6524101299303857;2014;0.9736842105263158;16.0
2016-2017;premier-league;18;Hull City;38;0.23684210526315788;0.18421052631578946;0.5789473684210527;0.9736842105263158;2.1052631578947367;-1.131578947368421;0.8947368421052632;0.6524101299303857;2016;0.9409231930946393;17.24491866240371
2013-2014;serie-a;5;Inter Milan;38;0.39473684210526316;0.39473684210526316;0.21052631578947367;1.631578947368421;1.0263157894736843;0.6052631578947368;1.5789473684210527;-0.5541017541874508;2013;1.5789473684210527;5.0
2015-2016;serie-a;4;Inter Milan;38;0.5263157894736842;0.18421052631578946;0.2894736842105263;1.3157894736842106;1.0;0.3157894736842105;1.763157894736842;-0.5541017541874508;2015;1.5789473684210527;5.0
2016-2017;serie-a;7;Inter Milan;38;0.5;0.13157894736842105;0.3684210526315789;1.894736842105263;1.2894736842105263;0.6052631578947368;1.631578947368421;-0.5541017541874508;2016;1.7136160539581589;4.268941421369996
2017-2018;serie-a;4;Inter Milan;38;0.5263157894736842;0.3157894736842105;0.15789473684210525;1.736842105263158;0.7894736842105263;0.9473684210526315;1.894736842105263;-0.5541017541874508;2017;1.6687787236184475;5.761599814108268
2018-2019;serie-a;4;Inter Milan;38;0.5263157894736842;0.23684210526315788;0.23684210526315788;1.5;0.868421052631579;0.631578947368421;1.8157894736842106;-0.5541017541874508;2018;1.7758808034179925;4.926617627458064
2019-2020;serie-a;2;Inter Milan;38;0.631578947368421;0.2631578947368421;0.10526315789473684;2.1315789473684212;0.9473684210526315;1.1842105263157894;2.1578947368421053;-0.5541017541874508;2019;1.7933874835607775;4.520139578694151
2020-2021;serie-a;1;Inter Milan;38;0.7368421052631579;0.18421052631578946;0.07894736842105263;2.3421052631578947;0.9210526315789473;1.4210526315789473;2.3947368421052633;-0.5541017541874508;2020;1.946370642547737;3.4624406979008615
2021-2022;serie-a;2;Inter Milan;38;0.6578947368421053;0.23684210526315788;0.10526315789473684;2.210526315789474;0.8421052631578947;1.368421052631579;2.210526315789474;-0.5541017541874508;2021;2.1297396571754263;2.4553725362089214
2022-2023;serie-a;3;Inter Milan;38;0.6052631578947368;0.07894736842105263;0.3157894736842105;1.868421052631579;1.105263157894737;0.7631578947368421;1.894736842105263;-0.5541017541874508;2022;2.162274736017731;2.271981099771898
2023-2024;serie-a;1;Inter Milan;38;0.7631578947368421;0.18421052631578946;0.05263157894736842;2.3421052631578947;0.5789473684210527;1.763157894736842;2.473684210526316;-0.5541017541874508;2023;2.055518099947783;2.5624851762117147
2013-2014;serie-a;1;Juventus;38;0.868421052631579;0.07894736842105263;0.05263157894736842;2.1052631578947367;0.6052631578947368;1.5;2.6842105263157894;-0.5541017541874508;2013;2.6842105263157894;1.0
2014-2015;serie-a;1;Juventus;38;0.6842105263157895;0.23684210526315788;0.07894736842105263;1.894736842105263;0.631578947368421;1.263157894736842;2.289473684210526;-0.5541017541874508;2014;2.6842105263157894;1.0
2015-2016;serie-a;1;Juventus;38;0.7631578947368421;0.10526315789473684;0.13157894736842105;1.9736842105263157;0.5263157894736842;1.4473684210526316;2.3947368421052633;-0.5541017541874508;2015;2.438502895578215;1.0
2016-2017;serie-a;1;Juventus;38;0.7631578947368421;0.10526315789473684;0.13157894736842105;2.026315789473684;0.7105263157894737;1.3157894736842106;2.3947368421052633;-0.5541017541874508;2016;2.4163362477002717;1.0
2017-2018;serie-a;1;Juventus;38;0.7894736842105263;0.13157894736842105;0.07894736842105263;2.263157894736842;0.631578947368421;1.631578947368421;2.5;-0.5541017541874508;2017;2.4065073467340343;1.0
2018-2019;serie-a;1;Juventus;38;0.7368421052631579;0.15789473684210525;0.10526315789473684;1.8421052631578947;0.7894736842105263;1.0526315789473684;2.3684210526315788;-0.5541017541874508;2018;2.446583489456537;1.0
2019-2020;serie-a;1;Juventus;38;0.6842105263157895;0.13157894736842105;0.18421052631578946;2.0;1.131578947368421;0.868421052631579;2.1842105263157894;-0.5541017541874508;2019;2.414217562379599;1.0
2020-2021;serie-a;4;Juventus;38;0.6052631578947368;0.23684210526315788;0.15789473684210525;2.026315789473684;1.0;1.0263157894736843;2.0526315789473686;-0.5541017541874508;2020;2.3208988651576363;1.0
2021-2022;serie-a;4;Juventus;38;0.5263157894736842;0.2631578947368421;0.21052631578947367;1.5;0.9736842105263158;0.5263157894736842;1.8421052631578947;-0.5541017541874508;2021;2.213374536251808;2.2024313186836135
2022-2023;serie-a;7;Juventus;38;0.5789473684210527;0.15789473684210525;0.2631578947368421;1.4736842105263157;0.868421052631579;0.6052631578947368;1.631578947368421;-0.5541017541874508;2022;2.065650393305976;2.9176650104482516
2023-2024;serie-a;3;Juventus;38;0.5;0.3684210526315789;0.13157894736842105;1.4210526315789473;0.8157894736842105;0.6052631578947368;1.868421052631579;-0.5541017541874508;2023;1.8936979815988957;4.53483507178098
2023-2024;la-liga;16;Las Palmas;38;0.2631578947368421;0.2631578947368421;0.47368421052631576;0.868421052631579;1.236842105263158;-0.3684210526315789;1.0526315789473684;1.367380135333548;2023;1.0526315789473684;16.0
2013-2014;serie-a;9;Lazio;38;0.39473684210526316;0.2894736842105263;0.3157894736842105;1.4210526315789473;1.4210526315789473;0.0;1.4736842105263157;-0.5541017541874508;2013;1.4736842105263157;9.0
2014-2015;serie-a;3;Lazio;38;0.5526315789473685;0.15789473684210525;0.2894736842105263;1.868421052631579;1.0;0.868421052631579;1.8157894736842106;-0.5541017541874508;2014;1.4736842105263157;9.0
2016-2017;serie-a;5;Lazio;38;0.5526315789473685;0.18421052631578946;0.2631578947368421;1.9473684210526316;1.3421052631578947;0.6052631578947368;1.8421052631578947;-0.5541017541874508;2016;1.6866308238322134;5.265244012788873
2017-2018;serie-a;5;Lazio;38;0.5526315789473685;0.23684210526315788;0.21052631578947367;2.3421052631578947;1.2894736842105263;1.0526315789473684;1.894736842105263;-0.5541017541874508;2017;1.7843514404750687;5.098529737420055
2018-2019;serie-a;8;Lazio;38;0.4473684210526316;0.21052631578947367;0.34210526315789475;1.4736842105263157;1.2105263157894737;0.2631578947368421;1.5526315789473684;-0.5541017541874508;2018;1.8405273287916817;5.04838727796951
2019-2020;serie-a;4;Lazio;38;0.631578947368421;0.15789473684210525;0.21052631578947367;2.0789473684210527;1.105263157894737;0.9736842105263158;2.0526315789473686;-0.5541017541874508;2019;1.7091778630160435;6.395030131936389
2020-2021;serie-a;6;Lazio;38;0.5526315789473685;0.13157894736842105;0.3157894736842105;1.605263157894737;1.4473684210526316;0.15789473684210525;1.7894736842105263;-0.5541017541874508;2020;1.856620079148999;5.366860879493317
2021-2022;serie-a;5;Lazio;38;0.47368421052631576;0.2631578947368421;0.2631578947368421;2.026315789473684;1.5263157894736843;0.5;1.6842105263157894;-0.5541017541874508;2021;1.828791529192459;5.629262809792103
2022-2023;serie-a;2;Lazio;38;0.5789473684210527;0.21052631578947367;0.21052631578947367;1.5789473684210527;0.7894736842105263;0.7894736842105263;1.9473684210526316;-0.5541017541874508;2022;1.7701016350044965;5.37382560166441
2023-2024;serie-a;7;Lazio;38;0.47368421052631576;0.18421052631578946;0.34210526315789475;1.2894736842105263;1.0263157894736843;0.2631578947368421;1.605263157894737;-0.5541017541874508;2023;1.841174026369422;4.021142118739487
2023-2024;ligue-1;15;Le Havre;34;0.20588235294117646;0.3235294117647059;0.47058823529411764;1.0;1.3235294117647058;-0.3235294117647059;0.9411764705882353;-1.1350148835775202;2023;0.9411764705882353;15.0
2023-2024;serie-a;14;Lecce;38;0.21052631578947367;0.3684210526315789;0.42105263157894735;0.8421052631578947;1.4210526315789473;-0.5789473684210527;1.0;-0.5541017541874508;2023;1.0;14.0
2020-2021;premier-league;9;Leeds United;38;0.47368421052631576;0.13157894736842105;0.39473684210526316;1.631578947368421;1.4210526315789473;0.21052631578947367;1.5526315789473684;0.6524101299303857;2020;1.5526315789473684;9.0
2021-2022;premier-league;17;Leeds United;38;0.23684210526315788;0.2894736842105263;0.47368421052631576;1.105263157894737;2.0789473684210527;-0.9736842105263158;1.0;0.6524101299303857;2021;1.5526315789473684;9.0
2022-2023;premier-league;19;Leeds United;38;0.18421052631578946;0.2631578947368421;0.5526315789473685;1.263157894736842;2.0526315789473686;-0.7894736842105263;0.8157894736842105;0.6524101299303857;2022;1.2086408959147645;13.979674649614838
2014-2015;premier-league;14;Leicester City;38;0.2894736842105263;0.21052631578947367;0.5;1.2105263157894737;1.4473684210526316;-0.23684210526315788;1.0789473684210527;0.6524101299303857;2014;1.0789473684210527;14.0
2015-2016;premier-league;1;Leicester City;38;0.6052631578947368;0.3157894736842105;0.07894736842105263;1.7894736842105263;0.9473684210526315;0.8421052631578947;2.1315789473684212;0.6524101299303857;2015;1.0789473684210527;14.0
2016-2017;premier-league;12;Leicester City;38;0.3157894736842105;0.21052631578947367;0.47368421052631576;1.263157894736842;1.6578947368421053;-0.39473684210526316;1.1578947368421053;0.6524101299303857;2016;1.734167717054584;5.908028694375891
2017-2018;premier-league;9;Leicester City;38;0.3157894736842105;0.2894736842105263;0.39473684210526316;1.4736842105263157;1.5789473684210527;-0.10526315789473684;1.236842105263158;0.6524101299303857;2017;1.4422967526817607;8.993492703548212
2018-2019;premier-league;9;Leicester City;38;0.39473684210526316;0.18421052631578946;0.42105263157894735;1.3421052631578947;1.263157894736842;0.07894736842105263;1.368421052631579;0.6524101299303857;2018;1.348803745494684;8.996453876349994
2019-2020;premier-league;5;Leicester City;38;0.47368421052631576;0.21052631578947367;0.3157894736842105;1.763157894736842;1.0789473684210527;0.6842105263157895;1.631578947368421;0.6524101299303857;2019;1.3572128126586338;8.997973941858296
2020-2021;premier-league;5;Leicester City;38;0.5263157894736842;0.15789473684210525;0.3157894736842105;1.7894736842105263;1.3157894736842106;0.47368421052631576;1.736842105263158;0.6524101299303857;2020;1.4708238343861808;7.342471141357507
2021-2022;premier-league;8;Leicester City;38;0.3684210526315789;0.2631578947368421;0.3684210526315789;1.631578947368421;1.5526315789473684;0.07894736842105263;1.368421052631579;0.6524101299303857;2021;1.5787530477715996;6.392081279671353
2022-2023;premier-league;18;Leicester City;38;0.23684210526315788;0.18421052631578946;0.5789473684210527;1.3421052631578947;1.7894736842105263;-0.4473684210526316;0.8947368421052632;0.6524101299303857;2022;1.494449788345743;7.036551888744968
2013-2014;ligue-1;3;Lille;38;0.5263157894736842;0.2894736842105263;0.18421052631578946;1.2105263157894737;0.6842105263157895;0.5263157894736842;1.868421052631579;-1.1350148835775202;2013;1.868421052631579;3.0
2015-2016;ligue-1;5;Lille;38;0.39473684210526316;0.39473684210526316;0.21052631578947367;1.0263157894736843;0.7105263157894737;0.3157894736842105;1.5789473684210527;-1.1350148835775202;2015;1.868421052631579;3.0
2018-2019;ligue-1;2;Lille;38;0.5789473684210527;0.23684210526315788;0.18421052631578946;1.7894736842105263;0.868421052631579;0.9210526315789473;1.9736842105263157;-1.1350148835775202;2018;1.6567988325018408;4.46211715726001
2019-2020;ligue-1;4;Lille;28;0.5357142857142857;0.14285714285714285;0.32142857142857145;1.25;0.9642857142857143;0.2857142857142857;1.75;-1.1350148835775202;2019;1.8995828485276232;2.5757483538392383
2020-2021;ligue-1;1;Lille;38;0.631578947368421;0.2894736842105263;0.07894736842105263;1.6842105263157894;0.6052631578947368;1.0789473684210527;2.1842105263157894;-1.1350148835775202;2020;1.8160941107068664;3.370685563870628
2021-2022;ligue-1;10;Lille;38;0.3684210526315789;0.34210526315789475;0.2894736842105263;1.263157894736842;1.263157894736842;0.0;1.4473684210526316;-1.1350148835775202;2021;1.99250554584655;2.2345883270887468
2022-2023;ligue-1;5;Lille;38;0.5;0.2631578947368421;0.23684210526315788;1.7105263157894737;1.1578947368421053;0.5526315789473685;1.763157894736842;-1.1350148835775202;2022;1.751895205901604;5.662053193177198
2023-2024;ligue-1;4;Lille;34;0.47058823529411764;0.3235294117647059;0.20588235294117646;1.5294117647058822;1.0;0.5294117647058824;1.7352941176470589;-1.1350148835775202;2023;1.7566390246967423;5.383197901415171
2013-2014;premier-league;2;Liverpool;38;0.6842105263157895;0.15789473684210525;0.15789473684210525;2.6578947368421053;1.3157894736842106;1.3421052631578947;2.210526315789474;0.6524101299303857;2013;2.210526315789474;2.0
2014-2015;premier-league;6;Liverpool;38;0.47368421052631576;0.21052631578947367;0.3157894736842105;1.368421052631579;1.263157894736842;0.10526315789473684;1.631578947368421;0.6524101299303857;2014;2.210526315789474;2.0
2015-2016;premier-league;8;Liverpool;38;0.42105263157894735;0.3157894736842105;0.2631578947368421;1.6578947368421053;1.3157894736842106;0.34210526315789475;1.5789473684210527;0.6524101299303857;2015;1.8501551240410317;4.489837324807418
2016-2017;premier-league;4;Liverpool;38;0.5789473684210527;0.2631578947368421;0.15789473684210525;2.0526315789473686;1.105263157894737;0.9473684210526315;2.0;0.6524101299303857;2016;1.7127937139172984;6.267665889207917
2017-2018;premier-league;4;Liverpool;38;0.5526315789473685;0.3157894736842105;0.13157894736842105;2.210526315789474;1.0;1.2105263157894737;1.9736842105263157;0.6524101299303857;2017;1.8434881504086504;5.235754925200157
2018-2019;premier-league;2;Liverpool;38;0.7894736842105263;0.18421052631578946;0.02631578947368421;2.3421052631578947;0.5789473684210527;1.763157894736842;2.5526315789473686;0.6524101299303857;2018;1.899297411403092;4.706041744299496
2019-2020;premier-league;1;Liverpool;38;0.8421052631578947;0.07894736842105263;0.07894736842105263;2.236842105263158;0.868421052631579;1.368421052631579;2.6052631578947367;0.6524101299303857;2019;2.169833577911888;3.5855092568172044
2020-2021;premier-league;3;Liverpool;38;0.5263157894736842;0.23684210526315788;0.23684210526315788;1.7894736842105263;1.105263157894737;0.6842105263157895;1.8157894736842106;0.6524101299303857;2020;2.3464965262776625;2.5365137146348773
2021-2022;premier-league;2;Liverpool;38;0.7368421052631579;0.21052631578947367;0.05263157894736842;2.473684210526316;0.6842105263157895;1.7894736842105263;2.4210526315789473;0.6524101299303857;2021;2.1337835992494503;2.722283856402662
2022-2023;premier-league;5;Liverpool;38;0.5;0.2631578947368421;0.23684210526315788;1.9736842105263157;1.236842105263158;0.7368421052631579;1.763157894736842;0.6524101299303857;2022;2.2480849289612124;2.434894698766382
2023-2024;premier-league;3;Liverpool;38;0.631578947368421;0.2631578947368421;0.10526315789473684;2.263157894736842;1.0789473684210527;1.1842105263157894;2.1578947368421053;0.6524101299303857;2023;2.0559866607677364;3.451031666442413
2023-2024;premier-league;18;Luton Town;38;0.15789473684210525;0.21052631578947367;0.631578947368421;1.368421052631579;2.236842105263158;-0.868421052631579;0.6842105263157895;0.6524101299303857;2023;0.6842105263157895;18.0
2013-2014;ligue-1;5;Lyon;38;0.4473684210526316;0.2631578947368421;0.2894736842105263;1.4736842105263157;1.1578947368421053;0.3157894736842105;1.605263157894737;-1.1350148835775202;2013;1.605263157894737;5.0
2014-2015;ligue-1;2;Lyon;38;0.5789473684210527;0.23684210526315788;0.18421052631578946;1.894736842105263;0.868421052631579;1.0263157894736843;1.9736842105263157;-1.1350148835775202;2014;1.605263157894737;5.0
2015-2016;ligue-1;2;Lyon;38;0.5;0.21052631578947367;0.2894736842105263;1.763157894736842;1.131578947368421;0.631578947368421;1.7105263157894737;-1.1350148835775202;2015;1.8345902799164726;3.132622006394436
2016-2017;ligue-1;4;Lyon;38;0.5526315789473685;0.10526315789473684;0.34210526315789475;2.026315789473684;1.263157894736842;0.7631578947368421;1.763157894736842;-1.1350148835775202;2016;1.7717543148495156;2.558971169677543
2017-2018;ligue-1;3;Lyon;38;0.6052631578947368;0.23684210526315788;0.15789473684210525;2.289473684210526;1.131578947368421;1.1578947368421053;2.0526315789473686;-1.1350148835775202;2017;1.7678424774806591;3.214717440121478
2018-2019;ligue-1;3;Lyon;38;0.5526315789473685;0.23684210526315788;0.21052631578947367;1.8421052631578947;1.236842105263158;0.6052631578947368;1.894736842105263;-1.1350148835775202;2018;1.8899189003598458;3.1226776222885264
2019-2020;ligue-1;7;Lyon;28;0.39285714285714285;0.25;0.35714285714285715;1.5;0.9642857142857143;0.5357142857142857;1.4285714285714286;-1.1350148835775202;2019;1.8919139398894134;3.0718786050335427
2020-2021;ligue-1;4;Lyon;38;0.5789473684210527;0.2631578947368421;0.15789473684210525;2.1315789473684212;1.131578947368421;1.0;2.0;-1.1350148835775202;2020;1.703926127587222;4.6656001597354315
2021-2022;ligue-1;8;Lyon;38;0.4473684210526316;0.2894736842105263;0.2631578947368421;1.736842105263158;1.3421052631578947;0.39473684210526316;1.605263157894737;-1.1350148835775202;2021;1.8225956265315757;4.398820667139866
2022-2023;ligue-1;7;Lyon;38;0.47368421052631576;0.21052631578947367;0.3157894736842105;1.7105263157894737;1.236842105263158;0.47368421052631576;1.631578947368421;-1.1350148835775202;2022;1.7361213207099953;5.831692087141385
2023-2024;ligue-1;6;Lyon;34;0.47058823529411764;0.14705882352941177;0.38235294117647056;1.4411764705882353;1.6176470588235294;-0.17647058823529413;1.5588235294117647;-1.1350148835775202;2023;1.6947080616949075;6.29450383187293
2014-2015;bundesliga;3;M'gladbach;34;0.5588235294117647;0.2647058823529412;0.17647058823529413;1.5588235294117647;0.7647058823529411;0.7941176470588235;1.9411764705882353;-0.3306736274989625;2014;1.9411764705882353;3.0
2015-2016;bundesliga;4;M'gladbach;34;0.5;0.11764705882352941;0.38235294117647056;1.9705882352941178;1.4705882352941178;0.5;1.6176470588235294;-0.3306736274989625;2015;1.9411764705882353;3.0
2018-2019;bundesliga;5;M'gladbach;34;0.47058823529411764;0.20588235294117646;0.3235294117647059;1.6176470588235294;1.2352941176470589;0.38235294117647056;1.6176470588235294;-0.3306736274989625;2018;1.7397925693170473;3.6224593312018545
2019-2020;bundesliga;4;M'gladbach;34;0.5882352941176471;0.14705882352941177;0.2647058823529412;1.9411764705882353;1.1764705882352942;0.7647058823529411;1.911764705882353;-0.3306736274989625;2019;1.6498782390789855;4.636501076250275
2020-2021;bundesliga;8;M'gladbach;34;0.38235294117647056;0.29411764705882354;0.3235294117647059;1.8823529411764706;1.6470588235294117;0.23529411764705882;1.4411764705882353;-0.3306736274989625;2020;1.7934602076693753;4.287532766992298
2022-2023;bundesliga;10;M'gladbach;34;0.3235294117647059;0.29411764705882354;0.38235294117647056;1.5294117647058822;1.6176470588235294;-0.08823529411764706;1.2647058823529411;-0.3306736274989625;2022;1.6262063883786702;6.0501015669511755
2023-2024;bundesliga;14;M'gladbach;34;0.20588235294117646;0.38235294117647056;0.4117647058823529;1.6470588235294117;1.9705882352941178;-0.3235294117647059;1.0;-0.3306736274989625;2023;1.4225278264910066;8.275574613421716
